	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
784	mainland loan	mainland loan	mainland loan	mainland loan	mainland loan	mainland lending
785	mainland	mainland	mainland	mainland	mainland	mainland
786	mainland loan	mainland loan	mainland loan	mainland loan	mainland loan	mainland lending
787	classify loan ratio	classify loan ratio	classify loan ratio	classify loan ratio	classify loan ratio	classify loan ratio
788	asset quality	asset quality	asset quality	asset quality	asset quality	asset quality
789	banking sector	▁25	banking sector	banking	banking sector	banking sector
790	retail banking	retail banking	retail banking	retail banking	retail banking	retail bank
791	corporate loan	corporate loan	corporate loan	corporate loan	corporate loan	▁25
792	insurance policy	insurance policy	insurance policy	insurance policy	insurance policy	▁33
793	credit risk	credit risk	credit risk	credit risk	credit risk	credit risk
794	credit risk management	credit risk management	credit risk management	credit risk management	credit risk management	credit risk management
795	collateralized loan	collateralized loan	collateralized loan	collateralized loan	collateralized loan	▁152
796	hkma	hkma	hkma	hkma	hkma	hkma
797	risk management	risk management	risk management	risk management	risk management	risk management
798	residential mortgage	residential mortgage	residential mortgage	residential mortgage	residential mortgage	▁27
799	residential mortgage	residential mortgage	residential mortgage	residential mortgage	residential mortgage	▁28
800	macroprudential measure	prudential supervision	macroprudential measure	macroprudential measure	macroprudential measure	prudential supervision
801	macroprudential countercyclical measure	macroprudential countercyclical measure	macroprudential countercyclical measure	macroprudential countercyclical measure	macroprudential countercyclical measure	▁257
802	countercyclical measure	countercyclical measure	countercyclical measure	countercyclical measure	countercyclical measure	countercyclical measure
803	hkma	hkma	hkma	hkma	hkma	hkma
804	kong	kong system	kong	hong kong banking system	kong	▁305
805	residential mortgage	residential mortgage	residential mortgage	residential mortgage	residential mortgage	▁27
806	residential mortgage	residential mortgage	residential mortgage	residential mortgage	residential mortgage	▁28
807	maturity assessment	maturity assessment	maturity assessment	maturity assessment	maturity assessment	maturity assessment
808	onsite review	off review	onsite review	onsite review	onsite review	▁177
809	cyber	internet	cyber	cyber	cyber	▁208
810	cyber security	cyber security	cyber security	cyber security	cyber security	▁209
811	self risk	self risk	self risk	self risk	self risk	▁224
812	information technology	information technology	information technology	information technology	information technology	information technology
813	information technology governance	information technology governance	information technology governance	information technology governance	information technology governance	information technology governance
814	hkma	hkma	hkma	hkma	hkma	hkma
815	banking industry	▁25	banking industry	banking	banking industry	banking sector
816	smart banking	smart banking	smart banking	smart banking	smart banking	smart banking
817	countering terrorist financing	terrorist financing	countering terrorist financing	counter financing	countering terrorist financing	▁114
818	anti-money laundering	anti laundering	anti-money laundering	anti-money laundering	anti-money laundering	anti-money laundering
819	anti-money countering terrorist financing	anti laundering and counter financing	anti-money countering terrorist financing	anti laundering and counter financing	anti-money countering terrorist financing	aml
820	smart banking	smart banking	smart banking	smart banking	smart banking	smart banking
821	regulatory requirement	regulatory requirement	regulatory requirement	regulatory requirement	regulatory requirement	regulatory requirement
822	online wealth management	online wealth management	online wealth management	online wealth management	online wealth management	online wealth management
823	online lending	online lending	online lending	online lending	online lending	▁205
824	online banking	online banking	online banking	online banking	online banking	▁206
825	wealth management	wealth management	wealth management	wealth management	wealth management	wealth management
826	open	open	open	open	open	▁261
827	hkma	hkma	hkma	hkma	hkma	hkma
828	▔	financial technology	▔	fintech	▔	fintech
829	banking industry	▁25	banking industry	banking	banking industry	banking sector
830	risk management	risk management	risk management	risk management	risk management	risk management
831	deputy chief executive	deputy chief executive	deputy chief executive	deputy chief executive	deputy chief executive	deputy chief executive
832	smart banking	smart banking	smart banking	smart banking	smart banking	smart banking
833	smart	smart banking era	smart	smart	smart	▁149
834	executive	president	executive	chief executive	executive	chief executive
835	▔	hkma	▔	hkma	▔	hkma
836	market risk	market risk	market risk	market risk	market risk	market risk
837	stress testing	stress test	stress testing	stress test	stress testing	▁83
838	liquidity risk	liquidity risk	liquidity risk	liquidity risk	liquidity risk	liquidity risk
839	hkma	hkma	hkma	hkma	hkma	hkma
840	margin and risk mitigation standard	margin and risk mitigation standard	margin and risk mitigation standard	margin and risk mitigation standard	margin and risk mitigation standard	▁34
841	bond	bond	bond	bond	bond	▁36
842	bond portfolios	bond portfolios	bond portfolios	bond portfolios	bond portfolios	▁39
843	otc derivative	over ( otc ) derivative	otc derivative	otc derivative	otc derivative	over ( otc ) derivative
844	market risk	market risk	market risk	market risk	market risk	market risk
845	market risk management	market risk management	market risk management	market risk management	market risk management	market risk management
846	onsite review	off review	onsite review	onsite review	onsite review	▁177
847	global foreign exchange code	global foreign exchange code	global foreign exchange code	global foreign exchange code	global foreign exchange code	▁181
848	hkma	hkma	hkma	hkma	hkma	hkma
849	risk management	risk management	risk management	risk management	risk management	risk management
850	countering terrorist financing	terrorist financing	countering terrorist financing	counter financing	countering terrorist financing	▁114
851	anti	anti laundering	anti	anti-money laundering	anti	anti-money laundering
852	anti and terrorist financing	anti laundering and counter financing	anti and terrorist financing	anti laundering and counter financing	anti and terrorist financing	aml
853	terrorist financing	terrorist financing	terrorist financing	counter financing	terrorist financing	▁114
854	combat laundering	anti laundering	combat laundering	anti-money laundering	combat laundering	anti-money laundering
855	laundering and financing	anti laundering and counter financing	laundering and financing	anti laundering and counter financing	laundering and financing	aml
856	payment and trade hub	payment and trade hub	payment and trade hub	payment and trade hub	payment and trade hub	▁127
857	hkma	hkma	hkma	hkma	hkma	hkma
858	financial service	financial technology	financial service	financial service	financial service	financial service
859	risk assessment	risk assessment	risk assessment	risk assessment	risk assessment	risk assessment
860	hong kong banking system	kong system	hong kong banking system	hong kong banking system	hong kong banking system	▁305
861	beneficial ownership	beneficial ownership	beneficial ownership	beneficial ownership	beneficial ownership	▁24
862	counter financing	terrorist financing	counter financing	counter financing	counter financing	▁114
863	anti-money laundering	anti laundering	anti-money laundering	anti-money laundering	anti-money laundering	anti-money laundering
864	laundering and	anti laundering and counter financing	laundering and	anti laundering and counter financing	laundering and	aml
865	counter financing	terrorist financing	counter financing	counter financing	counter financing	▁114
866	anti-money laundering	anti laundering	anti-money laundering	anti-money laundering	anti-money laundering	anti-money laundering
867	laundering and counter financing	anti laundering and counter financing	laundering and counter financing	anti laundering and counter financing	laundering and counter financing	aml
868	hkma	hkma	hkma	hkma	hkma	hkma
869	risk approach	risk approach	risk approach	risk approach	risk approach	risk approach
870	▔	terrorist financing	▔	counter financing	▔	▁114
871	anti-money laundering	anti laundering	anti-money laundering	anti-money laundering	anti-money laundering	anti-money laundering
872	aml	anti laundering and counter financing	aml	anti laundering and counter financing	aml	aml
873	hkma	hkma	hkma	hkma	hkma	hkma
874	banking industry	▁25	banking industry	banking	banking industry	banking sector
875	fast payment system	fast payment system	fast payment system	fast payment system	fast payment system	fast payment system
876	hkma	hkma	hkma	hkma	hkma	hkma
877	financial technology	financial technology	financial technology	fintech	financial technology	fintech
878	banking and payment industry	banking and payment industry	banking and payment industry	banking and payment industry	banking and payment industry	banking and payment industry
879	connectivity	connectivity	connectivity	connectivity	connectivity	connectivity
880	▔	▁3	▔	connectivity scheme	▔	▁16
881	renminbi financial activity	renminbi financial activity	renminbi financial activity	renminbi financial activity	renminbi financial activity	renminbi financial activity
882	mainland	mainland	mainland	mainland	mainland	mainland
883	global offshore renminbi hub	global offshore renminbi hub	global offshore renminbi hub	global offshore renminbi hub	global offshore renminbi hub	▁50
884	area	area	area	area	area	▁92
885	capital market	capital market	capital market	capital market	capital market	capital market
886	main gateway into mainland	main gateway into mainland	main gateway into mainland	key point into mainland	main gateway into mainland	▁260
887	offshore renminbi hub	offshore renminbi hub	offshore renminbi hub	offshore renminbi business	offshore renminbi hub	offshore renminbi business
888	offshore renminbi hub	offshore renminbi hub	offshore renminbi hub	offshore renminbi hub	offshore renminbi hub	▁286
889	bond	bond	bond	bond	bond	▁36
890	mainland	mainland	mainland	mainland	mainland	mainland
891	infrastructure financing	infrastructure financing	infrastructure financing	infrastructure financing	infrastructure financing	infrastructure financing
892	market promotion	market promotion	market promotion	market promotion	market promotion	▁108
893	stakeholder	stakeholder	stakeholder	stakeholder	stakeholder	stakeholder
894	green bond	green bond	green bond	green bond	green bond	green bond
895	green bond market	green bond market	green bond market	green bond market	green bond market	green bond market
896	hkma	hkma	hkma	hkma	hkma	hkma
897	▔	smart banking	▔	smart banking	▔	smart banking
898	hkma	hkma	hkma	hkma	hkma	hkma
899	fintech	financial technology	fintech	fintech	fintech	fintech
900	fast payment system	fast payment system	fast payment system	fast payment system	fast payment system	fast payment system
901	sandbox	sandbox	sandbox	sandbox	sandbox	▁163
902	virtual bank licence	virtual banking license	virtual bank licence	virtual bank licence	virtual bank licence	virtual bank licence
903	fintech	financial technology	fintech	fintech	fintech	fintech
904	fintech cooperation	financial technology cooperation	fintech cooperation	fintech cooperation	fintech cooperation	▁266
905	fintech supervisory sandbox	fintech supervisory sandbox	fintech supervisory sandbox	fintech supervisory sandbox	fintech supervisory sandbox	fintech supervisory sandbox
906	banking industry	▁25	banking industry	banking	banking industry	banking sector
907	open	open	open	open	open	▁284
908	electronic wallet	electronic wallet	electronic wallet	electronic wallet	electronic wallet	▁291
909	hkma	hkma	hkma	hkma	hkma	hkma
910	fintech	financial technology	fintech	fintech	fintech	fintech
911	fintech facilitation office	fintech facilitation office	fintech facilitation office	fintech facilitation office	fintech facilitation office	fintech facilitation office
912	connectivity	connectivity	connectivity	connectivity	connectivity	connectivity
913	connectivity scheme	▁3	connectivity scheme	connectivity scheme	connectivity scheme	▁16
914	rtgs system in renminbi	rtgs system in renminbi	rtgs system in renminbi	rtgs system in renminbi	rtgs system in renminbi	▁21
915	renminbi deposit	renminbi deposit	renminbi deposit	renminbi deposit	renminbi deposit	▁23
916	bond	bond	bond	bond	bond	▁36
917	bond connect	bond connect	bond connect	bond connect	bond connect	bond connect
918	mainland	mainland	mainland	mainland	mainland	mainland
919	mainland authority	mainland authority	mainland authority	mainland authority	mainland authority	mainland authority
920	real dvp	gross settlement	real dvp	gross settlement	real dvp	▁65
921	state council	sasac	state council	state council	state council	state council
922	area	area	area	area	area	▁92
923	capital market	capital market	capital market	capital market	capital market	capital market
924	key point into mainland	main gateway into mainland	key point into mainland	key point into mainland	key point into mainland	▁260
925	hkma	hkma	hkma	hkma	hkma	hkma
926	financial support measure	financial support measure	financial support measure	financial support measure	financial support measure	▁269
927	offshore renminbi business	offshore renminbi hub	offshore renminbi business	offshore renminbi business	offshore renminbi business	offshore renminbi business
928	▔	▁4	▔	▁2	▔	▁35
929	bond	bond	bond	bond	bond	▁36
930	bond investment income	bond investment income	bond investment income	bond investment income	bond investment income	bond investment income
931	▔	mainland	▔	mainland	▔	mainland
932	qualifying debt instrument programme	qualifying debt instrument programme	qualifying debt instrument programme	qualifying debt instrument programme	qualifying debt instrument programme	▁67
933	infrastructure financing	infrastructure financing	infrastructure financing	infrastructure financing	infrastructure financing	infrastructure financing
934	investment income	investment income	investment income	investment income	investment income	investment income
935	▔	stakeholder	▔	stakeholder	▔	stakeholder
936	tax exemption	tax exemption	tax exemption	tax exemption	tax exemption	tax exemption
937	green finance	green finance	green finance	green finance	green finance	green finance
938	hkma	hkma	hkma	hkma	hkma	hkma
939	hong kong bond market development	hong kong bond market development	hong kong bond market development	hong kong bond market development	hong kong bond market development	▁297
940	basel committee	basel committee	basel committee	basel committee	basel committee	basel committee
941	basel committee on banking supervision	basel committee on banking supervision	basel committee on banking supervision	basel committee on banking supervision	basel committee on banking supervision	basel committee on banking supervision
942	and pacific central banks	and pacific central banks	and pacific central banks	and pacific central banks	and pacific central banks	▁157
943	hkma	hkma	hkma	hkma	hkma	hkma
944	financial market	financial market	financial market	financial market	financial market	financial market
945	▔	▁24	▔	▁17	▔	▁268
946	▔	banking supervision	▔	banking supervision	▔	banking supervision
947	bond	bond	bond	bond	bond	▁36
948	bond connect	bond connect	bond connect	bond connect	bond connect	bond connect
949	central system	central clearing system	central system	central clearing system	central system	▁40
950	▔	debt security	▔	debt security	▔	debt security
951	mainland	mainland	mainland	mainland	mainland	mainland
952	mainland security	mainland security	mainland security	mainland security	mainland security	▁43
953	security	security	security	security	security	security
954	financial infrastructure	financial infrastructure	financial infrastructure	financial infrastructure	financial infrastructure	financial infrastructure
955	hong kong trade repository	hong kong trade repository	hong kong trade repository	hong kong trade repository	hong kong trade repository	hong kong trade repository
956	as international centre	international financial centre	as international centre	as international centre	as international centre	▁296
957	▔	▁27	▔	▁19	▔	▁298
958	▔	▁17	▔	▁12	▔	▁123
959	ordinance	ordinance	ordinance	ordinance	ordinance	▁129
960	payment system and stored value facility ordinance	payment system and stored value facility ordinance	payment system and stored value facility ordinance	payment system and stored value facility ordinance	payment system and stored value facility ordinance	payment system and stored value facility ordinance
961	cross transaction	cross transaction	cross transaction	cross transaction	cross transaction	▁254
962	hkma	hkma	hkma	hkma	hkma	hkma
963	retail payment sector	retail payment sector	retail payment sector	retail payment sector	retail payment sector	▁289
964	cheque	cheque	cheque	cheque	cheque	▁290
965	fintech	financial technology	fintech	fintech	fintech	fintech
966	smart banking	smart banking	smart banking	smart banking	smart banking	smart banking
967	smart banking	smart banking	smart banking	smart banking	smart banking	smart banking
968	hkma	hkma	hkma	hkma	hkma	hkma
969	financial ecosystem	financial ecosystem	financial ecosystem	financial ecosystem	financial ecosystem	financial ecosystem
970	banking industry	▁25	banking industry	banking	banking industry	banking sector
971	retail bank	retail banking	retail bank	retail banking	retail bank	retail bank
972	common qr code	shared qr code	common qr code	common qr code	common qr code	common qr code
973	common qr code standard	common qr code standard	common qr code standard	common qr code standard	common qr code standard	common qr code standard
974	▔	▁18	▔	▁13	▔	▁128
975	mobile application	mobile application	mobile application	mobile application	mobile application	mobile application
976	hkma	hkma	hkma	hkma	hkma	hkma
977	retail payment common qr code standard	retail payment common qr code standard	retail payment common qr code standard	retail payment common qr code standard	retail payment common qr code standard	▁288
978	hong kong common qr code	hong kong common qr code	hong kong common qr code	hong kong common qr code	hong kong common qr code	hong kong common qr code
979	open	open	open	open	open	▁284
980	apis	interface	apis	apis	apis	▁125
981	hkma	hkma	hkma	hkma	hkma	hkma
982	▔	banking	▔	banking	▔	▁277
983	open	open	open	open	open	▁284
984	we.trade	we.trade	we.trade	we.trade	we.trade	we.trade
985	global trade connectivity network	global trade connectivity network	global trade connectivity network	global trade connectivity network	global trade connectivity network	global trade connectivity network
986	monetary authority of singapore	monetary authority of singapore	monetary authority of singapore	monetary authority of singapore	monetary authority of singapore	monetary authority of singapore
987	trade connect	internet	trade connect	cyber	trade connect	▁208
988	▔	trade	▔	tradeconnect	▔	▁249
989	trade finance platform	trade finance platform	trade finance platform	trade finance platform	trade finance platform	trade finance platform
990	hkma	hkma	hkma	hkma	hkma	hkma
991	▔	▁26	▔	▁18	▔	▁280
992	chief executive	president	chief executive	chief executive	chief executive	chief executive
993	trade connect	trade	trade connect	tradeconnect	trade connect	▁249
994	hkma	hkma	hkma	hkma	hkma	hkma
995	norman chan	norman chan	norman chan	norman chan	norman chan	norman chan
996	hkma	hkma	hkma	hkma	hkma	hkma
997	fintech	financial technology	fintech	fintech	fintech	fintech
998	fintech talent	fintech professional	fintech talent	fintech professional	fintech talent	▁267
999	hong kong applied science and technology research institute	hong kong applied science and technology research institute	hong kong applied science and technology research institute	hong kong applied science and technology research institute	hong kong applied science and technology research institute	hong kong applied science and technology research institute
1000	cyberport	cyberport	cyberport	cyberport	cyberport	cyberport
1001	chief executive	president	chief executive	chief executive	chief executive	chief executive
1002	hkma	hkma	hkma	hkma	hkma	hkma
1003	norman chan	norman chan	norman chan	norman chan	norman chan	norman chan
1004	cross cooperation	cross cooperation	cross cooperation	cross cooperation	cross cooperation	▁253
1005	internship programme	internship program	internship programme	internship program	internship programme	internship programme
1006	▔	shenzhen municipal government	▔	shenzhen municipal government	▔	▁167
1007	shenzhen office	shenzhen office	shenzhen office	shenzhen office	shenzhen office	▁168
1008	kong fintech award	kong fintech award	kong fintech award	kong fintech award	kong fintech award	▁169
1009	hkma	hkma	hkma	hkma	hkma	hkma
1010	fintech	financial technology	fintech	fintech	fintech	fintech
1011	fintech cooperation	financial technology cooperation	fintech cooperation	fintech cooperation	fintech cooperation	▁266
1012	deputy chief executive	deputy chief executive	deputy chief executive	deputy chief executive	deputy chief executive	deputy chief executive
1013	interns	interns	interns	interns	interns	▁98
1014	executive	president	executive	chief executive	executive	chief executive
1015	hkma	hkma	hkma	hkma	hkma	hkma
1016	fintech	financial technology	fintech	fintech	fintech	fintech
1017	central bank of brazil	central bank of brazil	central bank of brazil	central bank of brazil	central bank of brazil	central bank of brazil
1018	polish financial supervision authority	polish financial regulatory authority	polish financial supervision authority	polish financial regulatory authority	polish financial supervision authority	polish financial supervision authority
1019	hkma	hkma	hkma	hkma	hkma	hkma
1020	financial market	financial market	financial market	financial market	financial market	financial market
1021	▔	financial technology	▔	financial service	▔	financial service
1022	fintech	financial technology	fintech	fintech	fintech	fintech
1023	fintech cooperation	financial technology cooperation	fintech cooperation	fintech cooperation	fintech cooperation	▁266
1024	abu dhabi global market	dhabi international centre	abu dhabi global market	abu dhabi global market	abu dhabi global market	abu dhabi global market
1025	global financial innovation network	global financial innovation network	global financial innovation network	global financial innovation network	global financial innovation network	global financial innovation network
1026	network	internet	network	cyber	network	▁208
1027	hkma	hkma	hkma	hkma	hkma	hkma
1028	financial innovation	financial innovation	financial innovation	financial innovation	financial innovation	financial innovation
1029	digital banking	digital banking	digital banking	digital banking	digital banking	digital banking
1030	financial inclusion	financial inclusion	financial inclusion	financial inclusion	financial inclusion	financial inclusion
1031	hkma	hkma	hkma	hkma	hkma	hkma
1032	fintech	financial technology	fintech	fintech	fintech	fintech
1033	sandbox	sandbox	sandbox	sandbox	sandbox	▁163
1034	fintech	financial technology	fintech	fintech	fintech	fintech
1035	fintech supervisory sandbox	fintech supervisory sandbox	fintech supervisory sandbox	fintech supervisory sandbox	fintech supervisory sandbox	fintech supervisory sandbox
1036	sandbox	sandbox	sandbox	sandbox	sandbox	▁163
1037	open	open	open	open	open	▁284
1038	sandbox	sandbox	sandbox	sandbox	sandbox	▁163
1039	hkma	hkma	hkma	hkma	hkma	hkma
1040	fintech	financial technology	fintech	fintech	fintech	fintech
1041	reserve management	reserve management	reserve management	reserve management	reserve management	reserve management
1042	▔	rate hike	▔	rate hike	▔	interest rate hike
1043	geopolitical risk	geopolitical tension	geopolitical risk	geopolitical risk	geopolitical risk	▁75
1044	geopolitical risk	geopolitical risk	geopolitical risk	geopolitical risk	geopolitical risk	geopolitical risk
1045	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
1046	investment income	investment income	investment income	investment income	investment income	investment income
1047	emerge market	emerge market	emerge market	emerge market	emerge market	emerge market
1048	us treasury yield	us treasury yield	us treasury yield	us treasury yield	us treasury yield	us treasury yield
1049	financial condition	financial condition	financial condition	financial condition	financial condition	financial condition
1050	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
1051	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
1052	investment management	investment management	investment management	investment management	investment management	investment management
1053	hkma	hkma	hkma	hkma	hkma	hkma
1054	financial system	financial system	financial system	financial system	financial system	financial system
1055	kong as international centre	international financial centre	kong as international centre	as international centre	kong as international centre	▁296
1056	hong kong 's 's monetary and financial system	▁29	hong kong 's 's monetary and financial system	hong kong 's 's monetary and financial system	hong kong 's 's monetary and financial system	hong kong 's 's monetary and financial system
1057	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
1058	portfolio structure	portfolio structure	portfolio structure	portfolio structure	portfolio structure	portfolio structure
1059	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
1060	us dollar asset	us dollar asset	us dollar asset	us dollar asset	us dollar asset	us dollar asset
1061	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability
1062	monetary base	monetary base	monetary base	monetary base	monetary base	monetary base
1063	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
1064	target asset allocation	target asset allocation	target asset allocation	target asset allocation	target asset allocation	▁185
1065	bond	bond	bond	bond	bond	▁41
1066	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
1067	organisation economic co-operation development	organisation economic co-operation development	organisation economic co-operation development	organisation economic co-operation development	organisation economic co-operation development	▁201
1068	us dollar asset	us dollar asset	us dollar asset	us dollar asset	us dollar asset	us dollar asset
1069	monetary base	monetary base	monetary base	monetary base	monetary base	monetary base
1070	issuance	▁22	issuance	currency board	issuance	currency board
1071	bond	bond	bond	bond	bond	▁36
1072	mainland	mainland	mainland	mainland	mainland	mainland
1073	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
1074	real estate	real estate	real estate	real estate	real estate	real estate
1075	real estate	real estate	real estate	real estate	real estate	▁117
1076	future fund	future fund	future fund	future fund	future fund	future fund
1077	private equity	private equity	private equity	private equity	private equity	private equity
1078	cumulative surplus	cumulative surplus	cumulative surplus	cumulative surplus	cumulative surplus	▁199
1079	equity	stock	equity	equity	equity	▁222
1080	hkma	hkma	hkma	hkma	hkma	hkma
1081	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
1082	strategic asset portfolio	strategic asset portfolio	strategic asset portfolio	strategic asset	strategic asset portfolio	▁198
1083	hong kong exchanges and clearing limited	hong kong exchanges and clearing limited	hong kong exchanges and clearing limited	hong kong exchanges and clearing limited	hong kong exchanges and clearing limited	hong kong exchanges and clearing limited
1084	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
1085	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
1086	government fund	government fund	government fund	government fund	government fund	government fund
1087	future fund	future fund	future fund	future fund	future fund	future fund
1088	statutory body	statutory body	statutory body	statutory body	statutory body	statutory body
1089	proportion	proportion	proportion	proportion	proportion	▁200
1090	fiscal reserve	fiscal reserve	fiscal reserve	fiscal reserve	fiscal reserve	fiscal reserve
1091	investment procedures	investment procedures	investment procedures	investment procedure	investment procedures	▁120
1092	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
1093	tracking error	tracking error	tracking error	tracking error	tracking error	tracking error
1094	strategic deviation	strategic deviation	strategic deviation	strategic deviation	strategic deviation	▁115
1095	strategic asset allocation	strategic asset allocation	strategic asset allocation	strategic asset allocation	strategic asset allocation	▁116
1096	investment benchmark	investment benchmark	investment benchmark	investment benchmark	investment benchmark	investment benchmark
1097	investment procedure	investment procedures	investment procedure	investment procedure	investment procedure	▁120
1098	portfolio manager	portfolio manager	portfolio manager	portfolio manager	portfolio manager	portfolio manager
1099	strategic asset allocation	strategic asset allocation	strategic asset allocation	strategic asset allocation	strategic asset allocation	strategic asset allocation
1100	hkma	hkma	hkma	hkma	hkma	hkma
1101	investment management	investment management	investment management	investment management	investment management	investment management
1102	direct investment	direct investment	direct investment	direct investment	direct investment	direct investment
1103	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
1104	macro risk management strategy	macro risk management strategy	macro risk management strategy	macro risk management strategy	macro risk management strategy	macro risk management strategy
1105	income market	income market	income market	income market	income market	▁96
1106	hkma	hkma	hkma	hkma	hkma	hkma
1107	risk management	risk management	risk management	risk management	risk management	risk management
1108	risk management function	risk management function	risk management function	risk management function	risk management function	risk management function
1109	external investment manager	external investment manager	external investment manager	external investment manager	external investment manager	▁90
1110	list equity portfolios	list equity portfolios	list equity portfolios	list equity portfolios	list equity portfolios	list equity portfolios
1111	▔	exchange fund	▔	exchange fund	▔	exchange fund
1112	external investment manager	external investment manager	external investment manager	external investment manager	external investment manager	▁90
1113	special asset	special asset	special asset	special asset	special asset	▁173
1114	equity	stock	equity	equity	equity	▁222
1115	hkma	hkma	hkma	hkma	hkma	hkma
1116	transaction fee	transaction fee	transaction fee	transaction fee	transaction fee	▁19
1117	fund management and custody fee	fund management and custody fee	fund management and custody fee	fund management and custody fee	fund management and custody fee	▁79
1118	external manager	external investment manager	external manager	external investment manager	external manager	▁90
1119	tax and other tax	tax and other tax	tax and other tax	tax and other tax	tax and other tax	▁294
1120	risk management	risk management	risk management	risk management	risk management	risk management
1121	▔	exchange fund	▔	exchange fund	▔	exchange fund
1122	external investment manager	external investment manager	external investment manager	external investment manager	external investment manager	▁90
1123	market risk	market risk	market risk	market risk	market risk	market risk
1124	investment guideline	investment guideline	investment guideline	investment guideline	investment guideline	investment guideline
1125	investment management	investment management	investment management	investment management	investment management	investment management
1126	performance analysis	performance analysis	performance analysis	performance analysis	performance analysis	▁122
1127	hkma	hkma	hkma	hkma	hkma	hkma
1128	control tool	control tool	control tool	control tool	control tool	▁295
1129	risk management	risk management	risk management	risk management	risk management	risk management
1130	risk assessment	risk assessment	risk assessment	risk assessment	risk assessment	risk assessment
1131	responsible investment	responsible investment	responsible investment	responsible investment	responsible investment	responsible investment
1132	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
1133	investment procedure	investment procedures	investment procedure	investment procedure	investment procedure	▁120
1134	environmental , social ,	environmental , social ,	environmental , social ,	environmental , social ,	environmental , social ,	▁180
1135	equity	stock	equity	equity	equity	▁222
1136	security	security	security	security	security	security
1137	security and futures commission	security and futures commission	security and futures commission	security and futures commission	security and futures commission	security and futures commission
1138	responsible investment	responsible investment	responsible investment	responsible investment	responsible investment	responsible investment
1139	hkma	hkma	hkma	hkma	hkma	hkma
1140	non-profit organization	non-profit organization	non-profit organization	non-profit organization	non-profit organization	▁293
1141	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
1142	performance of the exchange fund	performance of the exchange fund	performance of the exchange fund	exchange fund	performance of the exchange fund	▁86
1143	financial market	financial market	financial market	financial market	financial market	financial market
1144	protectionism	protectionism	protectionism	protectionism	protectionism	protectionism
1145	normalization rate	interest rate normalization	normalization rate	normalization rate	normalization rate	▁61
1146	geopolitical risk	geopolitical tension	geopolitical risk	geopolitical risk	geopolitical risk	▁75
1147	global financial market	global financial market	global financial market	global financial market	global financial market	global financial market
1148	us trade policy	us trade policy	us trade policy	us trade policy	us trade policy	▁214
1149	financial market	financial market	financial market	financial market	financial market	financial market
1150	us trade tension	us trade tension	us trade tension	us trade dispute	us trade tension	us trade dispute
1151	hang seng index	hang seng index	hang seng index	hang seng index	hang seng index	hang seng index
1152	emerge market	emerge market	emerge market	emerge market	emerge market	emerge market
1153	us trade dispute	us trade tension	us trade dispute	us trade dispute	us trade dispute	us trade dispute
1154	market	bond	market	bond	market	▁41
1155	us treasury yield	us treasury yield	us treasury yield	us treasury yield	us treasury yield	us treasury yield
1156	normalizing us monetary policy	normalizing us monetary policy	normalizing us monetary policy	normalizing us monetary policy	normalizing us monetary policy	▁218
1157	safe asset	safe asset	safe asset	safe asset	safe asset	▁262
1158	rate hike	rate hike	rate hike	rate hike	rate hike	interest rate hike
1159	emerge market	emerge market	emerge market	emerge market	emerge market	emerge market
1160	us dollar index	us dollar index	us dollar index	us dollar index	us dollar index	us dollar index
1161	us rate hike	u.s interest rate	us rate hike	us rate hike	us rate hike	▁212
1162	▔	safe asset	▔	safe asset	▔	▁262
1163	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
1164	exchange fund	performance of the exchange fund	exchange fund	exchange fund	exchange fund	▁86
1165	valuation decline	valuation decline	valuation decline	valuation decline	valuation decline	▁26
1166	bond	bond	bond	bond	bond	▁36
1167	bond investment	bond investment	bond investment	bond investment	bond investment	▁38
1168	other equity investment	other equity investment	other equity investment	other equity investment	other equity investment	▁58
1169	▔	▁13	▔	▁9	▔	▁84
1170	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
1171	investment income	investment income	investment income	investment income	investment income	investment income
1172	strategic asset	strategic asset portfolio	strategic asset	strategic asset	strategic asset	▁198
1173	equity	stock	equity	equity	equity	▁222
1174	▔	▁28	▔	▁20	▔	▁301
